2017-06-07T13:08:35.121+0800 I CONTROL  [main] ***** SERVER RESTARTED *****
2017-06-07T13:24:08.874+0800 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs0", version: 1, protocolVersion: 1, members: [ { _id: 0, host: "localhost:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "localhost:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "localhost:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 2000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('59378df6b6b7c67bb04f665a') } }
2017-06-07T13:24:08.874+0800 I REPL     [ReplicationExecutor] This node is localhost:27019 in the config
2017-06-07T13:24:08.874+0800 I REPL     [ReplicationExecutor] transition to STARTUP2
2017-06-07T13:24:08.874+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-06-07T13:24:08.875+0800 I REPL     [ReplicationExecutor] Member localhost:27017 is now in state SECONDARY
2017-06-07T13:24:08.895+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58106 #4 (2 connections now open)
2017-06-07T13:24:08.895+0800 I NETWORK  [conn4] received client metadata from 127.0.0.1:58106 conn4: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.4" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "16.6.0" } }
2017-06-07T13:24:08.895+0800 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to localhost:27018, took 21ms (1 connections now open to localhost:27018)
2017-06-07T13:24:08.900+0800 I REPL     [ReplicationExecutor] Member localhost:27018 is now in state STARTUP2
2017-06-07T13:24:08.906+0800 I ACCESS   [conn4] Successfully authenticated as principal __system on local
2017-06-07T13:24:08.988+0800 I REPL     [replication-1] sync source candidate: localhost:27017
2017-06-07T13:24:08.988+0800 I STORAGE  [replication-1] dropAllDatabasesExceptLocal 1
2017-06-07T13:24:08.992+0800 I REPL     [replication-1] ******
2017-06-07T13:24:08.992+0800 I REPL     [replication-1] creating replication oplog of size: 192MB...
2017-06-07T13:24:09.020+0800 I STORAGE  [replication-1] Starting WiredTigerRecordStoreThread local.oplog.rs
2017-06-07T13:24:09.020+0800 I STORAGE  [replication-1] The size storer reports that the oplog contains 0 records totaling to 0 bytes
2017-06-07T13:24:09.020+0800 I STORAGE  [replication-1] Scanning the oplog to determine where to place markers for truncation
2017-06-07T13:24:09.228+0800 I REPL     [replication-1] ******
2017-06-07T13:24:09.232+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-06-07T13:24:09.253+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017, took 21ms (1 connections now open to localhost:27017)
2017-06-07T13:24:09.265+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-06-07T13:24:09.277+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017, took 16ms (2 connections now open to localhost:27017)
2017-06-07T13:24:09.288+0800 I REPL     [replication-0] CollectionCloner::start called, on ns:admin.system.version
2017-06-07T13:24:09.369+0800 I INDEX    [InitialSyncInserters-admin.system.version0] build index on: admin.system.version properties: { v: 2, key: { version: 1 }, name: "incompatible_with_version_32", ns: "admin.system.version" }
2017-06-07T13:24:09.369+0800 I INDEX    [InitialSyncInserters-admin.system.version0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2017-06-07T13:24:09.405+0800 I INDEX    [InitialSyncInserters-admin.system.version0] build index on: admin.system.version properties: { v: 1, key: { _id: 1 }, name: "_id_", ns: "admin.system.version" }
2017-06-07T13:24:09.407+0800 I INDEX    [InitialSyncInserters-admin.system.version0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2017-06-07T13:24:09.407+0800 I COMMAND  [InitialSyncInserters-admin.system.version0] setting featureCompatibilityVersion to 3.4
2017-06-07T13:24:09.452+0800 I REPL     [replication-0] No need to apply operations. (currently at { : Timestamp 1496813046000|1 })
2017-06-07T13:24:09.453+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host localhost:27017 due to bad connection status; 1 connections to that host remain open
2017-06-07T13:24:09.453+0800 I REPL     [replication-0] Finished fetching oplog during initial sync: CallbackCanceled: Callback canceled. Last fetched optime and hash: { ts: Timestamp 1496813046000|1, t: -1 }[-2411143538025974029]
2017-06-07T13:24:09.453+0800 I REPL     [replication-0] Initial sync attempt finishing up.
2017-06-07T13:24:09.453+0800 I REPL     [replication-0] Initial Sync Attempt Statistics: { failedInitialSyncAttempts: 0, maxFailedInitialSyncAttempts: 10, initialSyncStart: new Date(1496813048873), initialSyncAttempts: [], fetchedMissingDocs: 0, appliedOps: 0, initialSyncOplogStart: Timestamp 1496813046000|1, initialSyncOplogEnd: Timestamp 1496813046000|1, databases: { databasesCloned: 1, admin: { collections: 1, clonedCollections: 1, start: new Date(1496813049277), end: new Date(1496813049451), elapsedMillis: 174, admin.system.version: { documentsToCopy: 1, documentsCopied: 1, indexes: 2, fetchedBatches: 1, start: new Date(1496813049288), end: new Date(1496813049451), elapsedMillis: 163 } } } }
2017-06-07T13:24:09.507+0800 I REPL     [replication-0] initial sync done; took 0s.
2017-06-07T13:24:09.507+0800 I REPL     [replication-0] Starting replication fetcher thread
2017-06-07T13:24:09.507+0800 I REPL     [replication-0] Starting replication applier thread
2017-06-07T13:24:09.507+0800 I REPL     [replication-0] Starting replication reporter thread
2017-06-07T13:24:09.507+0800 I REPL     [rsSync] transition to RECOVERING
2017-06-07T13:24:09.507+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2017-06-07T13:24:09.507+0800 I REPL     [rsSync] transition to SECONDARY
2017-06-07T13:24:14.511+0800 I REPL     [ReplicationExecutor] Member localhost:27018 is now in state SECONDARY
2017-06-07T13:24:17.517+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58122 #5 (3 connections now open)
2017-06-07T13:24:17.519+0800 I NETWORK  [conn5] received client metadata from 127.0.0.1:58122 conn5: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.4.4" }, os: { type: "Darwin", name: "Mac OS X", architecture: "x86_64", version: "16.6.0" } }
2017-06-07T13:24:17.540+0800 I ACCESS   [conn5] Successfully authenticated as principal __system on local
2017-06-07T13:24:19.512+0800 I REPL     [ReplicationExecutor] Member localhost:27017 is now in state PRIMARY
2017-06-07T13:24:19.527+0800 I REPL     [rsBackgroundSync] sync source candidate: localhost:27017
2017-06-07T13:24:19.541+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-06-07T13:24:19.566+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to localhost:27017, took 26ms (2 connections now open to localhost:27017)
2017-06-07T13:25:17.503+0800 I -        [conn2] end connection 127.0.0.1:58094 (3 connections now open)
2017-06-07T13:48:54.779+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58484 #6 (3 connections now open)
2017-06-07T13:48:54.809+0800 I ACCESS   [conn6] Successfully authenticated as principal adminUser on admin
2017-06-07T13:48:54.843+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58485 #7 (4 connections now open)
2017-06-07T13:48:54.865+0800 I ACCESS   [conn7] Successfully authenticated as principal adminUser on admin
2017-06-07T13:48:54.873+0800 I ACCESS   [conn6] Unauthorized: not authorized on db to execute command { serverStatus: "1" }
2017-06-07T13:48:55.965+0800 I -        [conn6] end connection 127.0.0.1:58484 (4 connections now open)
2017-06-07T13:48:55.967+0800 I -        [conn7] end connection 127.0.0.1:58485 (3 connections now open)
2017-06-07T13:48:58.037+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58488 #8 (3 connections now open)
2017-06-07T13:48:58.066+0800 I ACCESS   [conn8] Successfully authenticated as principal adminUser on admin
2017-06-07T13:48:58.096+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:58489 #9 (4 connections now open)
2017-06-07T13:48:58.114+0800 I ACCESS   [conn9] Successfully authenticated as principal adminUser on admin
2017-06-07T13:48:58.120+0800 I ACCESS   [conn8] Unauthorized: not authorized on db to execute command { serverStatus: "1" }
2017-06-07T15:05:21.571+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60153 #10 (5 connections now open)
2017-06-07T15:05:21.597+0800 I ACCESS   [conn10] Successfully authenticated as principal adminUser on admin
2017-06-07T15:05:21.644+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60154 #11 (6 connections now open)
2017-06-07T15:05:21.670+0800 I ACCESS   [conn11] Successfully authenticated as principal adminUser on admin
2017-06-07T15:05:42.170+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60157 #12 (7 connections now open)
2017-06-07T15:05:42.197+0800 I ACCESS   [conn12] Successfully authenticated as principal adminUser on admin
2017-06-07T15:05:42.244+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60158 #13 (8 connections now open)
2017-06-07T15:05:42.269+0800 I ACCESS   [conn13] Successfully authenticated as principal adminUser on admin
2017-06-07T15:05:46.934+0800 I -        [conn10] end connection 127.0.0.1:60153 (8 connections now open)
2017-06-07T15:05:46.936+0800 I -        [conn11] end connection 127.0.0.1:60154 (7 connections now open)
2017-06-07T15:06:11.510+0800 I -        [conn12] end connection 127.0.0.1:60157 (6 connections now open)
2017-06-07T15:06:11.512+0800 I -        [conn13] end connection 127.0.0.1:60158 (5 connections now open)
2017-06-07T15:20:55.868+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60551 #14 (5 connections now open)
2017-06-07T15:20:55.886+0800 I ACCESS   [conn14] Successfully authenticated as principal __system on local
2017-06-07T15:20:55.887+0800 I -        [conn14] end connection 127.0.0.1:60551 (5 connections now open)
2017-06-07T15:20:55.894+0800 I REPL     [replication-0] Choosing new sync source because the config version supplied by localhost:27017, 2, does not match ours, 1
2017-06-07T15:20:55.894+0800 I REPL     [replication-0] Canceling oplog query due to OplogQueryMetadata. We have to choose a new sync source. Current source: localhost:27017, OpTime { ts: Timestamp 1496820055000|1, t: 1 }, its sync source index:-1
2017-06-07T15:20:55.894+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: InvalidSyncSource: sync source localhost:27017 (config version: 2; last applied optime: { ts: Timestamp 1496820055000|1, t: 1 }; sync source index: -1; primary index: 0) is no longer valid
2017-06-07T15:20:55.894+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2017-06-07T15:20:55.913+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to localhost:27017: InvalidSyncSource: Sync source was cleared. Was localhost:27017
2017-06-07T15:20:55.923+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60555 #15 (5 connections now open)
2017-06-07T15:20:55.944+0800 I ACCESS   [conn15] Successfully authenticated as principal __system on local
2017-06-07T15:20:55.944+0800 I -        [conn15] end connection 127.0.0.1:60555 (5 connections now open)
2017-06-07T15:20:55.945+0800 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs0", version: 2, protocolVersion: 1, members: [ { _id: 0, host: "localhost:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "localhost:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "localhost:27019", arbiterOnly: false, buildIndexes: true, hidden: true, priority: 0.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 2000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('59378df6b6b7c67bb04f665a') } }
2017-06-07T15:20:55.946+0800 I REPL     [ReplicationExecutor] This node is localhost:27019 in the config
2017-06-07T15:21:16.928+0800 I REPL     [rsBackgroundSync] sync source candidate: localhost:27017
2017-06-07T15:30:47.657+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60648 #16 (5 connections now open)
2017-06-07T15:30:47.683+0800 I ACCESS   [conn16] Successfully authenticated as principal adminUser on admin
2017-06-07T15:30:47.728+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60649 #17 (6 connections now open)
2017-06-07T15:30:47.754+0800 I ACCESS   [conn17] Successfully authenticated as principal adminUser on admin
2017-06-07T15:32:01.675+0800 I -        [conn16] end connection 127.0.0.1:60648 (6 connections now open)
2017-06-07T15:32:01.676+0800 I -        [conn17] end connection 127.0.0.1:60649 (6 connections now open)
2017-06-07T15:33:00.561+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60669 #18 (5 connections now open)
2017-06-07T15:33:00.572+0800 I ACCESS   [conn18] Successfully authenticated as principal __system on local
2017-06-07T15:33:00.573+0800 I -        [conn18] end connection 127.0.0.1:60669 (5 connections now open)
2017-06-07T15:33:00.577+0800 I REPL     [replication-1] Choosing new sync source because the config version supplied by localhost:27017, 3, does not match ours, 2
2017-06-07T15:33:00.577+0800 I REPL     [replication-1] Canceling oplog query due to OplogQueryMetadata. We have to choose a new sync source. Current source: localhost:27017, OpTime { ts: Timestamp 1496820780000|1, t: 1 }, its sync source index:-1
2017-06-07T15:33:00.577+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: InvalidSyncSource: sync source localhost:27017 (config version: 3; last applied optime: { ts: Timestamp 1496820780000|1, t: 1 }; sync source index: -1; primary index: 0) is no longer valid
2017-06-07T15:33:00.577+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2017-06-07T15:33:00.602+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to localhost:27017: InvalidSyncSource: Sync source was cleared. Was localhost:27017
2017-06-07T15:33:00.607+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60673 #19 (5 connections now open)
2017-06-07T15:33:00.628+0800 I ACCESS   [conn19] Successfully authenticated as principal __system on local
2017-06-07T15:33:00.629+0800 I -        [conn19] end connection 127.0.0.1:60673 (5 connections now open)
2017-06-07T15:33:00.629+0800 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs0", version: 3, protocolVersion: 1, members: [ { _id: 0, host: "localhost:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "localhost:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "localhost:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 2000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('59378df6b6b7c67bb04f665a') } }
2017-06-07T15:33:00.630+0800 I REPL     [ReplicationExecutor] This node is localhost:27019 in the config
2017-06-07T15:33:14.623+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60674 #20 (5 connections now open)
2017-06-07T15:33:14.656+0800 I ACCESS   [conn20] Successfully authenticated as principal adminUser on admin
2017-06-07T15:33:14.697+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60675 #21 (6 connections now open)
2017-06-07T15:33:14.721+0800 I ACCESS   [conn21] Successfully authenticated as principal adminUser on admin
2017-06-07T15:33:16.622+0800 I REPL     [rsBackgroundSync] sync source candidate: localhost:27017
2017-06-07T15:54:00.107+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:61068 #22 (7 connections now open)
2017-06-07T15:54:00.118+0800 I ACCESS   [conn22] Successfully authenticated as principal __system on local
2017-06-07T15:54:00.119+0800 I -        [conn22] end connection 127.0.0.1:61068 (7 connections now open)
2017-06-07T15:54:00.123+0800 I REPL     [replication-0] Choosing new sync source because the config version supplied by localhost:27017, 4, does not match ours, 3
2017-06-07T15:54:00.123+0800 I REPL     [replication-0] Canceling oplog query due to OplogQueryMetadata. We have to choose a new sync source. Current source: localhost:27017, OpTime { ts: Timestamp 1496822040000|1, t: 1 }, its sync source index:-1
2017-06-07T15:54:00.123+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: InvalidSyncSource: sync source localhost:27017 (config version: 4; last applied optime: { ts: Timestamp 1496822040000|1, t: 1 }; sync source index: -1; primary index: 0) is no longer valid
2017-06-07T15:54:00.123+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2017-06-07T15:54:00.135+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to localhost:27017: InvalidSyncSource: Sync source was cleared. Was localhost:27017
2017-06-07T15:54:00.150+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:61072 #23 (7 connections now open)
2017-06-07T15:54:00.165+0800 I ACCESS   [conn23] Successfully authenticated as principal __system on local
2017-06-07T15:54:00.165+0800 I -        [conn23] end connection 127.0.0.1:61072 (7 connections now open)
2017-06-07T15:54:00.166+0800 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs0", version: 4, protocolVersion: 1, members: [ { _id: 0, host: "localhost:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "localhost:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "localhost:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 0.0, tags: { use: "reporting" }, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 2000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('59378df6b6b7c67bb04f665a') } }
2017-06-07T15:54:00.166+0800 I REPL     [ReplicationExecutor] This node is localhost:27019 in the config
2017-06-07T15:54:16.173+0800 I REPL     [rsBackgroundSync] sync source candidate: localhost:27017
2017-06-07T16:04:52.929+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:61309 #24 (7 connections now open)
2017-06-07T16:04:52.942+0800 I ACCESS   [conn24] Successfully authenticated as principal __system on local
2017-06-07T16:04:52.942+0800 I -        [conn24] end connection 127.0.0.1:61309 (7 connections now open)
2017-06-07T16:04:52.947+0800 I REPL     [replication-0] Choosing new sync source because the config version supplied by localhost:27017, 5, does not match ours, 4
2017-06-07T16:04:52.947+0800 I REPL     [replication-0] Canceling oplog query due to OplogQueryMetadata. We have to choose a new sync source. Current source: localhost:27017, OpTime { ts: Timestamp 1496822692000|1, t: 1 }, its sync source index:-1
2017-06-07T16:04:52.947+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: InvalidSyncSource: sync source localhost:27017 (config version: 5; last applied optime: { ts: Timestamp 1496822692000|1, t: 1 }; sync source index: -1; primary index: 0) is no longer valid
2017-06-07T16:04:52.947+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2017-06-07T16:04:52.960+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to localhost:27017: InvalidSyncSource: Sync source was cleared. Was localhost:27017
2017-06-07T16:04:52.973+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:61313 #25 (7 connections now open)
2017-06-07T16:04:52.993+0800 I ACCESS   [conn25] Successfully authenticated as principal __system on local
2017-06-07T16:04:52.993+0800 I REPL     [ReplicationExecutor] New replica set config in use: { _id: "rs0", version: 5, protocolVersion: 1, members: [ { _id: 0, host: "localhost:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "localhost:27018", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "localhost:27019", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: 2000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('59378df6b6b7c67bb04f665a') } }
2017-06-07T16:04:52.993+0800 I -        [conn25] end connection 127.0.0.1:61313 (7 connections now open)
2017-06-07T16:04:52.993+0800 I REPL     [ReplicationExecutor] This node is localhost:27019 in the config
2017-06-07T16:05:14.002+0800 I REPL     [rsBackgroundSync] sync source candidate: localhost:27017
2017-06-07T16:15:08.108+0800 I -        [conn20] end connection 127.0.0.1:60674 (6 connections now open)
2017-06-07T16:15:08.118+0800 I -        [conn21] end connection 127.0.0.1:60675 (5 connections now open)
2017-06-07T16:15:13.389+0800 I -        [conn5] end connection 127.0.0.1:58122 (4 connections now open)
2017-06-07T16:15:13.394+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host localhost:27017 due to bad connection status; 1 connections to that host remain open
2017-06-07T16:15:13.394+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to close stream: Socket is not connected
2017-06-07T16:15:13.394+0800 I REPL     [replication-0] Restarting oplog query due to error: HostUnreachable: End of file. Last fetched optime (with hash): { ts: Timestamp 1496823311000|1, t: 1 }[-411559461644777336]. Restarts remaining: 3
2017-06-07T16:15:13.394+0800 I ASIO     [replication-0] dropping unhealthy pooled connection to localhost:27017
2017-06-07T16:15:13.394+0800 I ASIO     [replication-0] after drop, pool was empty, going to spawn some connections
2017-06-07T16:15:13.394+0800 I ASIO     [replication-0] Failed to close stream: Socket is not connected
2017-06-07T16:15:13.395+0800 I REPL     [replication-0] Scheduled new oplog query Fetcher source: localhost:27017 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1496823311000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } query metadata: { $replData: 1, $oplogQueryData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 65000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 33755 -- target:localhost:27017 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1496823311000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2017-06-07T16:15:13.395+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to localhost:27017
2017-06-07T16:15:13.397+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Failed to connect to localhost:27017 - HostUnreachable: Connection refused
2017-06-07T16:15:13.397+0800 I ASIO     [NetworkInterfaceASIO-RS-0] Dropping all pooled connections to localhost:27017 due to failed operation on a connection
2017-06-07T16:15:13.397+0800 I REPL     [replication-1] Restarting oplog query due to error: HostUnreachable: Connection refused. Last fetched optime (with hash): { ts: Timestamp 1496823311000|1, t: 1 }[-411559461644777336]. Restarts remaining: 2
